0.787960	17170
0.788327	16170
0.788887	18170
0.790026	15170
0.792711	17180
0.818893	17160
0.794657	17165
0.789522	17175
0.787873	17173
0.787873	sqrt17273
0.787205	17172
0.793147	17172s
0.792763	17170s
0.785147	17170sp
0.785147	
0.777581	17170sp
0.777354	17172sp
0.779770	17172p
0.778789	17170p
0.794962	17172spf
0.792366	17172pf
0.787837	17172spf
0.784134	
0.803868	
