14.63544464,16.39567184
7.264563583,11.5336647
8.46732235,11.50117779
11.94474983,9.836203575
7.933021515,9.129683495
5.882045298,9.045391083
7.134914559,8.617069244
6.993366923,8.539502144
8.535575867,8.454251289
5.715142426,8.425228119
6.403951403,8.329917908
8.183946609,8.329785347
8.069671631,8.285339355
6.671132253,8.253378868
6.365468891,8.158727646
6.111966923,8.105710983
8.480418205,8.049301147
6.120100039,7.966073513
6.662499166,7.944085598
6.984467838,7.901883602
8.171293259,7.886174202
8.114456177,7.880222797
6.926306874,7.841248512
6.737684895,7.807793617
8.357373238,7.722949028
6.539513475,7.671027184
6.685864413,7.665121078
6.571091665,7.662544727
7.879811165,7.661316395
6.655863019,7.651010036
8.006577492,7.650278568
6.799380815,7.647017479
6.674154365,7.639908314
6.278453935,7.622804642
6.929330459,7.61214447
8.514465638,7.582494259
7.214409129,7.579451084
6.461084806,7.553877354
7.194264597,7.54530859
7.200360029,7.523875713
6.371493377,7.45273447
5.870864925,7.404133797
8.28234005,7.391270638
6.709954678,7.378234386
6.095763694,7.377995491
7.327075768,7.351399899
5.921691984,7.32391119
6.944254497,7.320661068
6.750144209,7.312682629
6.183106611,7.255939007
6.731699342,7.237010956
6.163344301,7.232240677
7.569292956,7.218898773
6.256901401,7.218604565
6.334884393,7.198303699
5.610876395,7.104744434
6.753412807,7.082449436
6.422301385,7.069213867
6.077702739,7.065557003
6.167910421,7.03312254
6.446758144,7.029378414
6.075355591,7.024651527
6.619270351,6.997522831
6.746107177,6.966076851
5.869662297,6.934660435
6.129743163,6.927842617
6.897624154,6.922175407
6.521245956,6.891550541
5.273870421,6.886304855
6.591094953,6.882423401
5.728505794,6.879400253
6.075144376,6.846199036
6.317976146,6.844631672
6.270551965,6.842513084
5.925337334,6.836568832
6.133765331,6.833865166
6.895494765,6.832801819
6.509878474,6.827670574
7.054395328,6.825150013
6.262341201,6.824811459
5.964295121,6.822036266
6.347990773,6.818976402
6.534469255,6.814572811
5.865948756,6.783993721
7.086308653,6.78354454
6.120839263,6.780160427
6.150658506,6.769201279
6.618217654,6.765068531
6.285405666,6.764772892
6.559347799,6.756322861
6.050248681,6.750109673
6.476924463,6.744421482
6.270936175,6.734721184
6.434526169,6.733822346
5.648001709,6.732297897
6.185629819,6.728439331
7.444042706,6.727585316
7.32663877,6.71978569
6.46310254,6.706700325
5.413233291,6.697134495
6.30883847,6.695388317
6.493487586,6.69137001
5.884721861,6.689464569
6.261226451,6.684290409
6.341489786,6.681120872
6.326800706,6.678862572
6.338350738,6.667930603
6.520150413,6.665714741
6.299209752,6.639946938
6.163360893,6.634888172
6.07778152,6.619513035
7.075583792,6.619060993
6.188559076,6.615533352
6.870435673,6.608741283
6.249812776,6.594071388
6.293480739,6.588929653
6.094566715,6.57796526
6.79108537,6.562750816
6.167635725,6.561891556
6.267089764,6.548667431
6.121959832,6.536483288
6.559533964,6.531213284
6.906656613,6.528790474
5.143635853,6.526028156
6.285409563,6.524060726
6.355903945,6.483018398
6.282415251,6.466534615
6.395349611,6.464929581
6.114326311,6.434681416
5.724569279,6.432644367
6.156651801,6.423927784
6.53104685,6.40823555
6.525145665,6.394897461
6.113017558,6.394443989
5.137895826,6.394119263
6.184030592,6.390336037
6.339551393,6.372512341
6.221781842,6.370423317
5.424254621,6.369655609
6.315944884,6.367117882
5.849084995,6.366945744
5.660591999,6.362858295
6.176762962,6.360733986
6.094459148,6.35479641
5.32539556,6.354345798
5.302436076,6.341762066
6.334337868,6.322665691
5.893987027,6.314004421
6.297047263,6.310779572
6.096947558,6.301411152
6.165114065,6.298156738
6.043673553,6.295719147
6.407504879,6.287722588
6.138171251,6.280033588
4.916601032,6.276731491
5.565354689,6.272966862
6.200608225,6.272645473
6.210817506,6.271558285
5.141683613,6.26786375
6.08878895,6.267537594
5.879530368,6.264297485
6.0657248,6.264107704
5.910161971,6.258117676
6.066778758,6.249762058
6.447386088,6.247873306
6.378066383,6.24498558
6.045726444,6.229809284
6.245876459,6.221542835
5.894029713,6.219216347
5.801976463,6.209450722
6.332890897,6.208302498
7.062164675,6.207447052
5.858968458,6.206909657
6.139739107,6.202356815
6.153027016,6.199340343
5.836088649,6.19474411
5.939226607,6.192579746
6.023227189,6.191880703
5.828667791,6.185019016
6.718559291,6.184866428
5.763727215,6.184064388
5.569802916,6.181919575
5.575559422,6.169277668
6.371452334,6.163477898
5.944777519,6.162376881
5.765684679,6.153505802
5.956567142,6.150772572
6.150811235,6.148384571
4.987584895,6.146321774
6.013869186,6.143329144
6.079795449,6.141466141
6.160486183,6.140981674
5.693638781,6.136544228
6.267616405,6.129527092
5.999246495,6.124958038
6.277267909,6.118027687
6.099105192,6.116258144
5.520951979,6.112776756
6.083164494,6.109031677
6.25392228,6.106541634
6.155009653,6.095592499
6.186423898,6.095143318
5.890061766,6.083335876
5.614999516,6.081540108
6.047566086,6.07336998
5.899488787,6.072457314
5.663658383,6.072097778
5.956547182,6.066335678
5.979032079,6.06445694
5.476953195,6.063313484
5.804074581,6.055420876
6.149980196,6.052737713
6.82791354,6.048755646
6.013549024,6.045541763
6.399917389,6.044657707
5.774995728,6.043610096
5.837678112,6.042333126
6.204359849,6.041202545
5.827212402,6.039875984
5.848574315,6.038388252
6.216616927,6.036757946
6.745950873,6.031319618
8.144012451,6.023013115
5.997733341,6.021330357
6.200100731,6.015916348
6.660779383,6.013666153
6.408339726,6.011936188
5.696882917,6.010924339
5.953924424,6.010896683
5.80960216,6.01007843
5.979874095,6.008294106
5.817404171,6.004921913
6.090462217,6.004005432
5.975466269,6.001631737
6.173160448,5.998898983
5.701202103,5.997169018
5.494707732,5.996418953
6.195327328,5.99608326
5.770817626,5.99257803
5.591684335,5.990460396
5.848823481,5.99044466
6.563288888,5.985324383
5.646553754,5.980459213
5.777625864,5.978359222
5.562252595,5.969331264
5.680091542,5.968539715
5.580091814,5.960711002
6.038321189,5.959149837
5.576090008,5.955825806
5.770051615,5.955527782
5.350212047,5.952940464
6.225662614,5.952420235
6.207489141,5.952203751
6.967252931,5.947769165
6.216465754,5.940404415
5.999735798,5.940148354
5.263320055,5.938755989
5.089069172,5.937484264
6.213402903,5.937381744
5.579586638,5.936282158
5.98016253,5.928254604
5.922920364,5.927259922
5.522895592,5.924192429
5.782366083,5.920135975
5.942588838,5.917448044
5.425893498,5.917283535
5.609424688,5.916957378
6.236294745,5.91197443
6.148688618,5.911600113
5.732485999,5.908832073
6.221145239,5.908321381
6.145285262,5.906629562
6.263692675,5.906351566
6.170494702,5.90549612
5.729854689,5.900226593
5.388631243,5.897328377
5.968402014,5.896384239
6.337309239,5.89572525
6.049559154,5.89537859
5.78714229,5.894804478
5.853936506,5.892411232
5.616064586,5.888399124
5.938568799,5.887261868
5.73144106,5.886200905
6.070256301,5.884626865
5.957449008,5.881539345
5.783195081,5.880556107
5.567403653,5.877369881
6.070834334,5.875756741
5.992162492,5.87557888
6.46481159,5.872319698
5.655026627,5.869412422
5.383190841,5.869412422
6.369966988,5.860908985
5.752068137,5.857728958
5.979480368,5.855294704
5.877490337,5.854092121
5.900544112,5.852067471
5.710318796,5.850247383
5.983111925,5.848424435
5.643227573,5.846045017
6.223193908,5.836061001
5.975262558,5.835524082
6.007876709,5.833880901
5.664938812,5.829346657
5.678440102,5.828905582
6.496118499,5.828297138
5.553156595,5.827773094
5.796894712,5.82497406
5.537963528,5.824584484
5.42222636,5.824500561
6.114539655,5.823876858
5.699376032,5.822865963
5.679901017,5.817867279
5.317669083,5.816587925
5.864032378,5.814767361
5.607956118,5.812517643
6.030747688,5.810168743
5.085356732,5.807824135
6.40731046,5.805438995
5.638401787,5.805053234
6.411154001,5.804101944
6.074675405,5.803164959
6.131801391,5.802700996
6.165629635,5.797691822
5.536584354,5.791038513
5.92217748,5.790558338
5.440939757,5.789931297
5.894922357,5.785262585
5.466555778,5.78375721
5.410558343,5.778744221
6.096922998,5.776050568
6.207676479,5.774959087
5.99514971,5.773793697
6.195613687,5.768890381
6.395874231,5.766691685
6.142890743,5.766283989
5.880134457,5.765295029
6.136839499,5.764980793
4.948004847,5.763818264
5.751038461,5.762954712
5.997772874,5.760752678
5.479478624,5.759680271
5.750494842,5.759324551
5.651467544,5.758756638
5.795369746,5.756858826
6.022813662,5.753080368
5.737100279,5.752180099
6.04507353,5.750792503
5.059113392,5.750054359
6.119372353,5.746441841
6.081646212,5.746356487
5.7630889,5.745107174
5.269320828,5.743690014
5.383520517,5.742660522
5.980613382,5.741459846
5.736139952,5.740477085
6.086018264,5.737964153
5.822853072,5.736535072
6.494393792,5.735511303
6.350554542,5.734788895
7.307833098,5.731339931
5.801974353,5.730780602
5.942734148,5.725056648
5.740536812,5.72464323
5.326884241,5.721351147
5.567776782,5.720850468
5.987230329,5.717794418
6.186775342,5.717038155
5.433853521,5.710800648
5.124132705,5.706729889
5.574886226,5.704191685
6.154438467,5.699482441
5.94287345,5.699268818
5.875967381,5.699257374
5.961395157,5.69616127
5.921334317,5.696153641
5.866409568,5.690045834
5.946485083,5.689571857
6.119502898,5.686325073
5.302161132,5.682896137
5.135763311,5.682516098
5.317984867,5.679447174
6.080767521,5.678315639
6.006820395,5.677766323
6.388312859,5.676037788
5.846973751,5.672504902
5.394780116,5.670634747
5.810553874,5.669542313
6.535210817,5.669154167
5.800683789,5.664744854
5.803187216,5.664179325
5.614226104,5.664034367
5.743201222,5.662927628
5.662302296,5.662888527
5.602274459,5.662650108
5.87039781,5.660443306
5.657787249,5.657217979
6.08059182,5.652135372
5.773369942,5.650043964
5.726552293,5.648061752
5.640231623,5.644073963
5.362241356,5.643454075
6.090159262,5.640808105
6.48925371,5.638560772
5.772774634,5.636127949
6.282637473,5.634422779
5.604720384,5.633966446
6.403067812,5.633948803
5.437568373,5.633462906
6.209830459,5.631969929
5.151002169,5.631669521
6.004091921,5.627805233
5.495048769,5.62774992
5.787467179,5.624637604
5.181637031,5.624363422
5.646151233,5.624352455
6.01970785,5.623744011
